# x y z c
0.000416 0.000376 0.08 0.02
0.000128 0.000704 0.08 0.04
-0.000352 0.000936 0.08 0.06
-0.001024 0.001024 0.08 0.08
-0.001888 0.00092 0.08 0.1
-0.002944 0.000576 0.08 0.12
-0.004192 -5.6e-05 0.08 0.14
-0.005632 -0.001024 0.08 0.16
-0.007264 -0.002376 0.08 0.18
-0.009088 -0.00416 0.08 0.2
-0.011104 -0.006424 0.08 0.22
-0.013312 -0.009216 0.08 0.24
-0.015712 -0.012584 0.08 0.26
-0.018304 -0.016576 0.08 0.28
-0.021088 -0.02124 0.08 0.3
-0.024064 -0.026624 0.08 0.32
-0.027232 -0.032776 0.08 0.34
-0.030592 -0.039744 0.08 0.36
-0.034144 -0.047576 0.08 0.38
-0.037888 -0.05632 0.08 0.4
-0.041824 -0.066024 0.08 0.42
-0.045952 -0.076736 0.08 0.44
-0.050272 -0.088504 0.08 0.46
-0.054784 -0.101376 0.08 0.48
-0.059488 -0.1154 0.08 0.5
-0.064384 -0.130624 0.08 0.52
-0.069472 -0.147096 0.08 0.54
-0.074752 -0.164864 0.08 0.56
-0.080224 -0.183976 0.08 0.58
-0.085888 -0.20448 0.08 0.6
-0.091744 -0.226424 0.08 0.62
-0.097792 -0.249856 0.08 0.64
-0.104032 -0.274824 0.08 0.66
-0.110464 -0.301376 0.08 0.68
-0.117088 -0.32956 0.08 0.7
-0.123904 -0.359424 0.08 0.72
-0.130912 -0.391016 0.08 0.74
-0.138112 -0.424384 0.08 0.76
-0.145504 -0.459576 0.08 0.78
-0.153088 -0.49664 0.08 0.8
-0.160864 -0.535624 0.08 0.82
-0.168832 -0.576576 0.08 0.84
-0.176992 -0.619544 0.08 0.86
-0.185344 -0.664576 0.08 0.88
-0.193888 -0.71172 0.08 0.9
-0.202624 -0.761024 0.08 0.92
-0.211552 -0.812536 0.08 0.94
-0.220672 -0.866304 0.08 0.96
-0.229984 -0.922376 0.08 0.98
-0.239488 -0.9808 0.08 1.0

-0.299 0.97 0.1 -1
-0.28712 0.911792 0.1 -0.98
-0.27548 0.855936 0.1 -0.96
-0.26408 0.802384 0.1 -0.94
-0.25292 0.751088 0.1 -0.92
-0.242 0.702 0.1 -0.9
-0.23132 0.655072 0.1 -0.88
-0.22088 0.610256 0.1 -0.86
-0.21068 0.567504 0.1 -0.84
-0.20072 0.526768 0.1 -0.82
-0.191 0.488 0.1 -0.8
-0.18152 0.451152 0.1 -0.78
-0.17228 0.416176 0.1 -0.76
-0.16328 0.383024 0.1 -0.74
-0.15452 0.351648 0.1 -0.72
-0.146 0.322 0.1 -0.7
-0.13772 0.294032 0.1 -0.68
-0.12968 0.267696 0.1 -0.66
-0.12188 0.242944 0.1 -0.64
-0.11432 0.219728 0.1 -0.62
-0.107 0.198 0.1 -0.6
-0.09992 0.177712 0.1 -0.58
-0.09308 0.158816 0.1 -0.56
-0.08648 0.141264 0.1 -0.54
-0.08012 0.125008 0.1 -0.52
-0.074 0.11 0.1 -0.5
-0.06812 0.096192 0.1 -0.48
-0.06248 0.083536 0.1 -0.46
-0.05708 0.071984 0.1 -0.44
-0.05192 0.061488 0.1 -0.42
-0.047 0.052 0.1 -0.4
-0.04232 0.043472 0.1 -0.38
-0.03788 0.035856 0.1 -0.36
-0.03368 0.029104 0.1 -0.34
-0.02972 0.023168 0.1 -0.32
-0.026 0.018 0.1 -0.3
-0.02252 0.013552 0.1 -0.28
-0.01928 0.009776 0.1 -0.26
-0.01628 0.006624 0.1 -0.24
-0.01352 0.004048 0.1 -0.22
-0.011 0.002 0.1 -0.2
-0.00872 0.000432 0.1 -0.18
-0.00668 -0.000704 0.1 -0.16
-0.00488 -0.001456 0.1 -0.14
-0.00332 -0.001872 0.1 -0.12
-0.002 -0.002 0.1 -0.1
-0.00092 -0.001888 0.1 -0.08
-8e-05 -0.001584 0.1 -0.06
0.00052 -0.001136 0.1 -0.04
0.00088 -0.000592 0.1 -0.02
0.001 1.85268467234e-17 0.1 6.17561557448e-16
0.00088 0.000592 0.1 0.02
0.00052 0.001136 0.1 0.04
-8e-05 0.001584 0.1 0.06
-0.00092 0.001888 0.1 0.08
-0.002 0.002 0.1 0.1
-0.00332 0.001872 0.1 0.12
-0.00488 0.001456 0.1 0.14
-0.00668 0.000704 0.1 0.16
-0.00872 -0.000432 0.1 0.18
-0.011 -0.002 0.1 0.2
-0.01352 -0.004048 0.1 0.22
-0.01628 -0.006624 0.1 0.24
-0.01928 -0.009776 0.1 0.26
-0.02252 -0.013552 0.1 0.28
-0.026 -0.018 0.1 0.3
-0.02972 -0.023168 0.1 0.32
-0.03368 -0.029104 0.1 0.34
-0.03788 -0.035856 0.1 0.36
-0.04232 -0.043472 0.1 0.38
-0.047 -0.052 0.1 0.4
-0.05192 -0.061488 0.1 0.42
-0.05708 -0.071984 0.1 0.44
-0.06248 -0.083536 0.1 0.46
-0.06812 -0.096192 0.1 0.48
-0.074 -0.11 0.1 0.5
-0.08012 -0.125008 0.1 0.52
-0.08648 -0.141264 0.1 0.54
-0.09308 -0.158816 0.1 0.56
-0.09992 -0.177712 0.1 0.58
-0.107 -0.198 0.1 0.6
-0.11432 -0.219728 0.1 0.62
-0.12188 -0.242944 0.1 0.64
-0.12968 -0.267696 0.1 0.66
-0.13772 -0.294032 0.1 0.68
-0.146 -0.322 0.1 0.7
-0.15452 -0.351648 0.1 0.72
-0.16328 -0.383024 0.1 0.74
-0.17228 -0.416176 0.1 0.76
-0.18152 -0.451152 0.1 0.78
-0.191 -0.488 0.1 0.8
-0.20072 -0.526768 0.1 0.82
-0.21068 -0.567504 0.1 0.84
-0.22088 -0.610256 0.1 0.86
-0.23132 -0.655072 0.1 0.88
-0.242 -0.702 0.1 0.9
-0.25292 -0.751088 0.1 0.92
-0.26408 -0.802384 0.1 0.94
-0.27548 -0.855936 0.1 0.96
-0.28712 -0.911792 0.1 0.98
-0.299 -0.97 0.1 1.0

-0.358272 0.9568 0.12 -1
-0.344016 0.898856 0.12 -0.98
-0.330048 0.843264 0.12 -0.96
-0.316368 0.789976 0.12 -0.94
-0.302976 0.738944 0.12 -0.92
-0.289872 0.69012 0.12 -0.9
-0.277056 0.643456 0.12 -0.88
-0.264528 0.598904 0.12 -0.86
-0.252288 0.556416 0.12 -0.84
-0.240336 0.515944 0.12 -0.82
-0.228672 0.47744 0.12 -0.8
-0.217296 0.440856 0.12 -0.78
-0.206208 0.406144 0.12 -0.76
-0.195408 0.373256 0.12 -0.74
-0.184896 0.342144 0.12 -0.72
-0.174672 0.31276 0.12 -0.7
-0.164736 0.285056 0.12 -0.68
-0.155088 0.258984 0.12 -0.66
-0.145728 0.234496 0.12 -0.64
-0.136656 0.211544 0.12 -0.62
-0.127872 0.19008 0.12 -0.6
-0.119376 0.170056 0.12 -0.58
-0.111168 0.151424 0.12 -0.56
-0.103248 0.134136 0.12 -0.54
-0.095616 0.118144 0.12 -0.52
-0.088272 0.1034 0.12 -0.5
-0.081216 0.089856 0.12 -0.48
-0.074448 0.077464 0.12 -0.46
-0.067968 0.066176 0.12 -0.44
-0.061776 0.055944 0.12 -0.42
-0.055872 0.04672 0.12 -0.4
-0.050256 0.038456 0.12 -0.38
-0.044928 0.031104 0.12 -0.36
-0.039888 0.024616 0.12 -0.34
-0.035136 0.018944 0.12 -0.32
-0.030672 0.01404 0.12 -0.3
-0.026496 0.009856 0.12 -0.28
-0.022608 0.006344 0.12 -0.26
-0.019008 0.003456 0.12 -0.24
-0.015696 0.001144 0.12 -0.22
-0.012672 -0.00064 0.12 -0.2
-0.009936 -0.001944 0.12 -0.18
-0.007488 -0.002816 0.12 -0.16
-0.005328 -0.003304 0.12 -0.14
-0.003456 -0.003456 0.12 -0.12
-0.001872 -0.00332 0.12 -0.1
-0.000576 -0.002944 0.12 -0.08
0.000432 -0.002376 0.12 -0.06
0.001152 -0.001664 0.12 -0.04
0.001584 -0.000856 0.12 -0.02
0.001728 2.66786592817e-17 0.12 6.17561557448e-16
0.001584 0.000856 0.12 0.02
0.001152 0.001664 0.12 0.04
0.000432 0.002376 0.12 0.06
-0.000576 0.002944 0.12 0.08
-0.001872 0.00332 0.12 0.1
-0.003456 0.003456 0.12 0.12
-0.005328 0.003304 0.12 0.14
-0.007488 0.002816 0.12 0.16
-0.009936 0.001944 0.12 0.18
-0.012672 0.00064 0.12 0.2
-0.015696 -0.001144 0.12 0.22
-0.019008 -0.003456 0.12 0.24
-0.022608 -0.006344 0.12 0.26
-0.026496 -0.009856 0.12 0.28
-0.030672 -0.01404 0.12 0.3
-0.035136 -0.018944 0.12 0.32
-0.039888 -0.024616 0.12 0.34
-0.044928 -0.031104 0.12 0.36
-0.050256 -0.038456 0.12 0.38
-0.055872 -0.04672 0.12 0.4
-0.061776 -0.055944 0.12 0.42
-0.067968 -0.066176 0.12 0.44
-0.074448 -0.077464 0.12 0.46
-0.081216 -0.089856 0.12 0.48
-0.088272 -0.1034 0.12 0.5
-0.095616 -0.118144 0.12 0.52
-0.103248 -0.134136 0.12 0.54
-0.111168 -0.151424 0.12 0.56
-0.119376 -0.170056 0.12 0.58
-0.127872 -0.19008 0.12 0.6
-0.136656 -0.211544 0.12 0.62
-0.145728 -0.234496 0.12 0.64
-0.155088 -0.258984 0.12 0.66
-0.164736 -0.285056 0.12 0.68
-0.174672 -0.31276 0.12 0.7
-0.184896 -0.342144 0.12 0.72
-0.195408 -0.373256 0.12 0.74
-0.206208 -0.406144 0.12 0.76
-0.217296 -0.440856 0.12 0.78
-0.228672 -0.47744 0.12 0.8
-0.240336 -0.515944 0.12 0.82
-0.252288 -0.556416 0.12 0.84
-0.264528 -0.598904 0.12 0.86
-0.277056 -0.643456 0.12 0.88
-0.289872 -0.69012 0.12 0.9
-0.302976 -0.738944 0.12 0.92
-0.316368 -0.789976 0.12 0.94
-0.330048 -0.843264 0.12 0.96
-0.344016 -0.898856 0.12 0.98
-0.358272 -0.9568 0.12 1.0

-0.417256 0.9412 0.14 -1
-0.400624 0.883568 0.14 -0.98
-0.384328 0.828288 0.14 -0.96
-0.368368 0.775312 0.14 -0.94
-0.352744 0.724592 0.14 -0.92
-0.337456 0.67608 0.14 -0.9
-0.322504 0.629728 0.14 -0.88
-0.307888 0.585488 0.14 -0.86
-0.293608 0.543312 0.14 -0.84
-0.279664 0.503152 0.14 -0.82
-0.266056 0.46496 0.14 -0.8
-0.252784 0.428688 0.14 -0.78
-0.239848 0.394288 0.14 -0.76
-0.227248 0.361712 0.14 -0.74
-0.214984 0.330912 0.14 -0.72
-0.203056 0.30184 0.14 -0.7
-0.191464 0.274448 0.14 -0.68
-0.180208 0.248688 0.14 -0.66
-0.169288 0.224512 0.14 -0.64
-0.158704 0.201872 0.14 -0.62
-0.148456 0.18072 0.14 -0.6
-0.138544 0.161008 0.14 -0.58
-0.128968 0.142688 0.14 -0.56
-0.119728 0.125712 0.14 -0.54
-0.110824 0.110032 0.14 -0.52
-0.102256 0.0956 0.14 -0.5
-0.094024 0.082368 0.14 -0.48
-0.086128 0.070288 0.14 -0.46
-0.078568 0.059312 0.14 -0.44
-0.071344 0.049392 0.14 -0.42
-0.064456 0.04048 0.14 -0.4
-0.057904 0.032528 0.14 -0.38
-0.051688 0.025488 0.14 -0.36
-0.045808 0.019312 0.14 -0.34
-0.040264 0.013952 0.14 -0.32
-0.035056 0.00936 0.14 -0.3
-0.030184 0.005488 0.14 -0.28
-0.025648 0.002288 0.14 -0.26
-0.021448 -0.000288 0.14 -0.24
-0.017584 -0.002288 0.14 -0.22
-0.014056 -0.00376 0.14 -0.2
-0.010864 -0.004752 0.14 -0.18
-0.008008 -0.005312 0.14 -0.16
-0.005488 -0.005488 0.14 -0.14
-0.003304 -0.005328 0.14 -0.12
-0.001456 -0.00488 0.14 -0.1
5.60000000001e-05 -0.004192 0.14 -0.08
0.001232 -0.003312 0.14 -0.06
0.002072 -0.002288 0.14 -0.04
0.002576 -0.001168 0.14 -0.02
0.002744 3.63126195779e-17 0.14 6.17561557448e-16
0.002576 0.001168 0.14 0.02
0.002072 0.002288 0.14 0.04
0.001232 0.003312 0.14 0.06
5.6e-05 0.004192 0.14 0.08
-0.001456 0.00488 0.14 0.1
-0.003304 0.005328 0.14 0.12
-0.005488 0.005488 0.14 0.14
-0.008008 0.005312 0.14 0.16
-0.010864 0.004752 0.14 0.18
-0.014056 0.00376 0.14 0.2
-0.017584 0.002288 0.14 0.22
-0.021448 0.000288 0.14 0.24
-0.025648 -0.002288 0.14 0.26
-0.030184 -0.005488 0.14 0.28
-0.035056 -0.00936 0.14 0.3
-0.040264 -0.013952 0.14 0.32
-0.045808 -0.019312 0.14 0.34
-0.051688 -0.025488 0.14 0.36
-0.057904 -0.032528 0.14 0.38
-0.064456 -0.04048 0.14 0.4
-0.071344 -0.049392 0.14 0.42
-0.078568 -0.059312 0.14 0.44
-0.086128 -0.070288 0.14 0.46
-0.094024 -0.082368 0.14 0.48
-0.102256 -0.0956 0.14 0.5
-0.110824 -0.110032 0.14 0.52
-0.119728 -0.125712 0.14 0.54
-0.128968 -0.142688 0.14 0.56
-0.138544 -0.161008 0.14 0.58
-0.148456 -0.18072 0.14 0.6
-0.158704 -0.201872 0.14 0.62
-0.169288 -0.224512 0.14 0.64
-0.180208 -0.248688 0.14 0.66
-0.191464 -0.274448 0.14 0.68
-0.203056 -0.30184 0.14 0.7
-0.214984 -0.330912 0.14 0.72
-0.227248 -0.361712 0.14 0.74
-0.239848 -0.394288 0.14 0.76
-0.252784 -0.428688 0.14 0.78
-0.266056 -0.46496 0.14 0.8
-0.279664 -0.503152 0.14 0.82
-0.293608 -0.543312 0.14 0.84
-0.307888 -0.585488 0.14 0.86
-0.322504 -0.629728 0.14 0.88
-0.337456 -0.67608 0.14 0.9
-0.352744 -0.724592 0.14 0.92
-0.368368 -0.775312 0.14 0.94
-0.384328 -0.828288 0.14 0.96
-0.400624 -0.883568 0.14 0.98
-0.417256 -0.9412 0.14 1.0

-0.475904 0.9232 0.16 -1
-0.456896 0.865928 0.16 -0.98
-0.438272 0.811008 0.16 -0.96
-0.420032 0.758392 0.16 -0.94
-0.402176 0.708032 0.16 -0.92
-0.384704 0.65988 0.16 -0.9
-0.367616 0.613888 0.16 -0.88
-0.350912 0.570008 0.16 -0.86
-0.334592 0.528192 0.16 -0.84
-0.318656 0.488392 0.16 -0.82
-0.303104 0.45056 0.16 -0.8
-0.287936 0.414648 0.16 -0.78
-0.273152 0.380608 0.16 -0.76
-0.258752 0.348392 0.16 -0.74
-0.244736 0.317952 0.16 -0.72
-0.231104 0.28924 0.16 -0.7
-0.217856 0.262208 0.16 -0.68
-0.204992 0.236808 0.16 -0.66
-0.192512 0.212992 0.16 -0.64
-0.180416 0.190712 0.16 -0.62
-0.168704 0.16992 0.16 -0.6
-0.157376 0.150568 0.16 -0.58
-0.146432 0.132608 0.16 -0.56
-0.135872 0.115992 0.16 -0.54
-0.125696 0.100672 0.16 -0.52
-0.115904 0.0866 0.16 -0.5
-0.106496 0.073728 0.16 -0.48
-0.097472 0.062008 0.16 -0.46
-0.088832 0.051392 0.16 -0.44
-0.080576 0.041832 0.16 -0.42
-0.072704 0.03328 0.16 -0.4
-0.065216 0.025688 0.16 -0.38
-0.058112 0.019008 0.16 -0.36
-0.051392 0.013192 0.16 -0.34
-0.045056 0.008192 0.16 -0.32
-0.039104 0.00396 0.16 -0.3
-0.033536 0.000448 0.16 -0.28
-0.028352 -0.002392 0.16 -0.26
-0.023552 -0.004608 0.16 -0.24
-0.019136 -0.006248 0.16 -0.22
-0.015104 -0.00736 0.16 -0.2
-0.011456 -0.007992 0.16 -0.18
-0.008192 -0.008192 0.16 -0.16
-0.005312 -0.008008 0.16 -0.14
-0.002816 -0.007488 0.16 -0.12
-0.000704 -0.00668 0.16 -0.1
0.001024 -0.005632 0.16 -0.08
0.002368 -0.004392 0.16 -0.06
0.003328 -0.003008 0.16 -0.04
0.003904 -0.001528 0.16 -0.02
0.004096 4.7428727612e-17 0.16 6.17561557448e-16
0.003904 0.001528 0.16 0.02
0.003328 0.003008 0.16 0.04
0.002368 0.004392 0.16 0.06
0.001024 0.005632 0.16 0.08
-0.000704 0.00668 0.16 0.1
-0.002816 0.007488 0.16 0.12
-0.005312 0.008008 0.16 0.14
-0.008192 0.008192 0.16 0.16
-0.011456 0.007992 0.16 0.18
-0.015104 0.00736 0.16 0.2
-0.019136 0.006248 0.16 0.22
-0.023552 0.004608 0.16 0.24
-0.028352 0.002392 0.16 0.26
-0.033536 -0.000448 0.16 0.28
-0.039104 -0.00396 0.16 0.3
-0.045056 -0.008192 0.16 0.32
-0.051392 -0.013192 0.16 0.34
-0.058112 -0.019008 0.16 0.36
-0.065216 -0.025688 0.16 0.38
-0.072704 -0.03328 0.16 0.4
-0.080576 -0.041832 0.16 0.42
-0.088832 -0.051392 0.16 0.44
-0.097472 -0.062008 0.16 0.46
-0.106496 -0.073728 0.16 0.48
-0.115904 -0.0866 0.16 0.5
-0.125696 -0.100672 0.16 0.52
-0.135872 -0.115992 0.16 0.54
-0.146432 -0.132608 0.16 0.56
-0.157376 -0.150568 0.16 0.58
-0.168704 -0.16992 0.16 0.6
-0.180416 -0.190712 0.16 0.62
-0.192512 -0.212992 0.16 0.64
-0.204992 -0.236808 0.16 0.66
-0.217856 -0.262208 0.16 0.68
-0.231104 -0.28924 0.16 0.7
-0.244736 -0.317952 0.16 0.72
-0.258752 -0.348392 0.16 0.74
-0.273152 -0.380608 0.16 0.76
-0.287936 -0.414648 0.16 0.78
-0.303104 -0.45056 0.16 0.8
-0.318656 -0.488392 0.16 0.82
-0.334592 -0.528192 0.16 0.84
-0.350912 -0.570008 0.16 0.86
-0.367616 -0.613888 0.16 0.88
-0.384704 -0.65988 0.16 0.9
-0.402176 -0.708032 0.16 0.92
-0.420032 -0.758392 0.16 0.94
-0.438272 -0.811008 0.16 0.96
-0.456896 -0.865928 0.16 0.98
-0.475904 -0.9232 0.16 1.0

-0.534168 0.9028 0.18 -1
-0.512784 0.845936 0.18 -0.98
-0.491832 0.791424 0.18 -0.96
-0.471312 0.739216 0.18 -0.94
-0.451224 0.689264 0.18 -0.92
-0.431568 0.64152 0.18 -0.9
-0.412344 0.595936 0.18 -0.88
-0.393552 0.552464 0.18 -0.86
-0.375192 0.511056 0.18 -0.84
-0.357264 0.471664 0.18 -0.82
-0.339768 0.43424 0.18 -0.8
-0.322704 0.398736 0.18 -0.78
-0.306072 0.365104 0.18 -0.76
-0.289872 0.333296 0.18 -0.74
-0.274104 0.303264 0.18 -0.72
-0.258768 0.27496 0.18 -0.7
-0.243864 0.248336 0.18 -0.68
-0.229392 0.223344 0.18 -0.66
-0.215352 0.199936 0.18 -0.64
-0.201744 0.178064 0.18 -0.62
-0.188568 0.15768 0.18 -0.6
-0.175824 0.138736 0.18 -0.58
-0.163512 0.121184 0.18 -0.56
-0.151632 0.104976 0.18 -0.54
-0.140184 0.090064 0.18 -0.52
-0.129168 0.0764 0.18 -0.5
-0.118584 0.063936 0.18 -0.48
-0.108432 0.052624 0.18 -0.46
-0.098712 0.042416 0.18 -0.44
-0.089424 0.033264 0.18 -0.42
-0.080568 0.02512 0.18 -0.4
-0.072144 0.017936 0.18 -0.38
-0.064152 0.011664 0.18 -0.36
-0.056592 0.006256 0.18 -0.34
-0.049464 0.001664 0.18 -0.32
-0.042768 -0.00216 0.18 -0.3
-0.036504 -0.005264 0.18 -0.28
-0.030672 -0.007696 0.18 -0.26
-0.025272 -0.009504 0.18 -0.24
-0.020304 -0.010736 0.18 -0.22
-0.015768 -0.01144 0.18 -0.2
-0.011664 -0.011664 0.18 -0.18
-0.007992 -0.011456 0.18 -0.16
-0.004752 -0.010864 0.18 -0.14
-0.001944 -0.009936 0.18 -0.12
0.000432 -0.00872 0.18 -0.1
0.002376 -0.007264 0.18 -0.08
0.003888 -0.005616 0.18 -0.06
0.004968 -0.003824 0.18 -0.04
0.005616 -0.001936 0.18 -0.02
0.005832 6.00269833839e-17 0.18 6.17561557448e-16
0.005616 0.001936 0.18 0.02
0.004968 0.003824 0.18 0.04
0.003888 0.005616 0.18 0.06
0.002376 0.007264 0.18 0.08
0.000432 0.00872 0.18 0.1
-0.001944 0.009936 0.18 0.12
-0.004752 0.010864 0.18 0.14
-0.007992 0.011456 0.18 0.16
-0.011664 0.011664 0.18 0.18
-0.015768 0.01144 0.18 0.2
-0.020304 0.010736 0.18 0.22
-0.025272 0.009504 0.18 0.24
-0.030672 0.007696 0.18 0.26
-0.036504 0.005264 0.18 0.28
-0.042768 0.00216 0.18 0.3
-0.049464 -0.001664 0.18 0.32
-0.056592 -0.006256 0.18 0.34
-0.064152 -0.011664 0.18 0.36
-0.072144 -0.017936 0.18 0.38
-0.080568 -0.02512 0.18 0.4
-0.089424 -0.033264 0.18 0.42
-0.098712 -0.042416 0.18 0.44
-0.108432 -0.052624 0.18 0.46
-0.118584 -0.063936 0.18 0.48
-0.129168 -0.0764 0.18 0.5
-0.140184 -0.090064 0.18 0.52
-0.151632 -0.104976 0.18 0.54
-0.163512 -0.121184 0.18 0.56
-0.175824 -0.138736 0.18 0.58
-0.188568 -0.15768 0.18 0.6
-0.201744 -0.178064 0.18 0.62
-0.215352 -0.199936 0.18 0.64
-0.229392 -0.223344 0.18 0.66
-0.243864 -0.248336 0.18 0.68
-0.258768 -0.27496 0.18 0.7
-0.274104 -0.303264 0.18 0.72
-0.289872 -0.333296 0.18 0.74
-0.306072 -0.365104 0.18 0.76
-0.322704 -0.398736 0.18 0.78
-0.339768 -0.43424 0.18 0.8
-0.357264 -0.471664 0.18 0.82
-0.375192 -0.511056 0.18 0.84
-0.393552 -0.552464 0.18 0.86
-0.412344 -0.595936 0.18 0.88
-0.431568 -0.64152 0.18 0.9
-0.451224 -0.689264 0.18 0.92
-0.471312 -0.739216 0.18 0.94
-0.491832 -0.791424 0.18 0.96
-0.512784 -0.845936 0.18 0.98
-0.534168 -0.9028 0.18 1.0

-0.592 0.88 0.2 -1
-0.56824 0.823592 0.2 -0.98
-0.54496 0.769536 0.2 -0.96
-0.52216 0.717784 0.2 -0.94
-0.49984 0.668288 0.2 -0.92
-0.478 0.621 0.2 -0.9
-0.45664 0.575872 0.2 -0.88
-0.43576 0.532856 0.2 -0.86
-0.41536 0.491904 0.2 -0.84
-0.39544 0.452968 0.2 -0.82
-0.376 0.416 0.2 -0.8
-0.35704 0.380952 0.2 -0.78
-0.33856 0.347776 0.2 -0.76
-0.32056 0.316424 0.2 -0.74
-0.30304 0.286848 0.2 -0.72
-0.286 0.259 0.2 -0.7
-0.26944 0.232832 0.2 -0.68
-0.25336 0.208296 0.2 -0.66
-0.23776 0.185344 0.2 -0.64
-0.22264 0.163928 0.2 -0.62
-0.208 0.144 0.2 -0.6
-0.19384 0.125512 0.2 -0.58
-0.18016 0.108416 0.2 -0.56
-0.16696 0.092664 0.2 -0.54
-0.15424 0.078208 0.2 -0.52
-0.142 0.065 0.2 -0.5
-0.13024 0.052992 0.2 -0.48
-0.11896 0.042136 0.2 -0.46
-0.10816 0.032384 0.2 -0.44
-0.09784 0.023688 0.2 -0.42
-0.088 0.016 0.2 -0.4
-0.07864 0.009272 0.2 -0.38
-0.06976 0.003456 0.2 -0.36
-0.06136 -0.001496 0.2 -0.34
-0.05344 -0.005632 0.2 -0.32
-0.046 -0.009 0.2 -0.3
-0.03904 -0.011648 0.2 -0.28
-0.03256 -0.013624 0.2 -0.26
-0.02656 -0.014976 0.2 -0.24
-0.02104 -0.015752 0.2 -0.22
-0.016 -0.016 0.2 -0.2
-0.01144 -0.015768 0.2 -0.18
-0.00736 -0.015104 0.2 -0.16
-0.00376 -0.014056 0.2 -0.14
-0.00064 -0.012672 0.2 -0.12
0.002 -0.011 0.2 -0.1
0.00416 -0.009088 0.2 -0.08
0.00584 -0.006984 0.2 -0.06
0.00704 -0.004736 0.2 -0.04
0.00776 -0.002392 0.2 -0.02
0.008 7.41073868937e-17 0.2 6.17561557448e-16
0.00776 0.002392 0.2 0.02
0.00704 0.004736 0.2 0.04
0.00584 0.006984 0.2 0.06
0.00416 0.009088 0.2 0.08
0.002 0.011 0.2 0.1
-0.00064 0.012672 0.2 0.12
-0.00376 0.014056 0.2 0.14
-0.00736 0.015104 0.2 0.16
-0.01144 0.015768 0.2 0.18
-0.016 0.016 0.2 0.2
-0.02104 0.015752 0.2 0.22
-0.02656 0.014976 0.2 0.24
-0.03256 0.013624 0.2 0.26
-0.03904 0.011648 0.2 0.28
-0.046 0.009 0.2 0.3
-0.05344 0.005632 0.2 0.32
-0.06136 0.001496 0.2 0.34
-0.06976 -0.003456 0.2 0.36
-0.07864 -0.009272 0.2 0.38
-0.088 -0.016 0.2 0.4
-0.09784 -0.023688 0.2 0.42
-0.10816 -0.032384 0.2 0.44
-0.11896 -0.042136 0.2 0.46
-0.13024 -0.052992 0.2 0.48
-0.142 -0.065 0.2 0.5
-0.15424 -0.078208 0.2 0.52
-0.16696 -0.092664 0.2 0.54
-0.18016 -0.108416 0.2 0.56
-0.19384 -0.125512 0.2 0.58
-0.208 -0.144 0.2 0.6
-0.22264 -0.163928 0.2 0.62
-0.23776 -0.185344 0.2 0.64
-0.25336 -0.208296 0.2 0.66
-0.26944 -0.232832 0.2 0.68
-0.286 -0.259 0.2 0.7
-0.30304 -0.286848 0.2 0.72
-0.32056 -0.316424 0.2 0.74
-0.33856 -0.347776 0.2 0.76
-0.35704 -0.380952 0.2 0.78
-0.376 -0.416 0.2 0.8
-0.39544 -0.452968 0.2 0.82
-0.41536 -0.491904 0.2 0.84
-0.43576 -0.532856 0.2 0.86
-0.45664 -0.575872 0.2 0.88
-0.478 -0.621 0.2 0.9
-0.49984 -0.668288 0.2 0.92
-0.52216 -0.717784 0.2 0.94
-0.54496 -0.769536 0.2 0.96
-0.56824 -0.823592 0.2 0.98
-0.592 -0.88 0.2 1.0

-0.649352 0.8548 0.22 -1
-0.623216 0.798896 0.22 -0.98
-0.597608 0.745344 0.22 -0.96
-0.572528 0.694096 0.22 -0.94
-0.547976 0.645104 0.22 -0.92
-0.523952 0.59832 0.22 -0.9
-0.500456 0.553696 0.22 -0.88
-0.477488 0.511184 0.22 -0.86
-0.455048 0.470736 0.22 -0.84
-0.433136 0.432304 0.22 -0.82
-0.411752 0.39584 0.22 -0.8
-0.390896 0.361296 0.22 -0.78
-0.370568 0.328624 0.22 -0.76
-0.350768 0.297776 0.22 -0.74
-0.331496 0.268704 0.22 -0.72
-0.312752 0.24136 0.22 -0.7
-0.294536 0.215696 0.22 -0.68
-0.276848 0.191664 0.22 -0.66
-0.259688 0.169216 0.22 -0.64
-0.243056 0.148304 0.22 -0.62
-0.226952 0.12888 0.22 -0.6
-0.211376 0.110896 0.22 -0.58
-0.196328 0.094304 0.22 -0.56
-0.181808 0.079056 0.22 -0.54
-0.167816 0.065104 0.22 -0.52
-0.154352 0.0524 0.22 -0.5
-0.141416 0.040896 0.22 -0.48
-0.129008 0.030544 0.22 -0.46
-0.117128 0.021296 0.22 -0.44
-0.105776 0.013104 0.22 -0.42
-0.094952 0.00592 0.22 -0.4
-0.084656 -0.000304 0.22 -0.38
-0.074888 -0.005616 0.22 -0.36
-0.065648 -0.010064 0.22 -0.34
-0.056936 -0.013696 0.22 -0.32
-0.048752 -0.01656 0.22 -0.3
-0.041096 -0.018704 0.22 -0.28
-0.033968 -0.020176 0.22 -0.26
-0.027368 -0.021024 0.22 -0.24
-0.021296 -0.021296 0.22 -0.22
-0.015752 -0.02104 0.22 -0.2
-0.010736 -0.020304 0.22 -0.18
-0.006248 -0.019136 0.22 -0.16
-0.002288 -0.017584 0.22 -0.14
0.001144 -0.015696 0.22 -0.12
0.004048 -0.01352 0.22 -0.1
0.006424 -0.011104 0.22 -0.08
