# x y z c
0.286704 -0.026128 0.66 -0.02
0.287496 8.07029443273e-16 0.66 6.17561557448e-16
0.286704 0.026128 0.66 0.02
0.284328 0.052208 0.66 0.04
0.280368 0.078192 0.66 0.06
0.274824 0.104032 0.66 0.08
0.267696 0.12968 0.66 0.1
0.258984 0.155088 0.66 0.12
0.248688 0.180208 0.66 0.14
0.236808 0.204992 0.66 0.16
0.223344 0.229392 0.66 0.18
0.208296 0.25336 0.66 0.2
0.191664 0.276848 0.66 0.22
0.173448 0.299808 0.66 0.24
0.153648 0.322192 0.66 0.26
0.132264 0.343952 0.66 0.28
0.109296 0.36504 0.66 0.3
0.084744 0.385408 0.66 0.32
0.058608 0.405008 0.66 0.34
0.030888 0.423792 0.66 0.36
0.001584 0.441712 0.66 0.38
-0.029304 0.45872 0.66 0.4
-0.061776 0.474768 0.66 0.42
-0.095832 0.489808 0.66 0.44
-0.131472 0.503792 0.66 0.46
-0.168696 0.516672 0.66 0.48
-0.207504 0.5284 0.66 0.5
-0.247896 0.538928 0.66 0.52
-0.289872 0.548208 0.66 0.54
-0.333432 0.556192 0.66 0.56
-0.378576 0.562832 0.66 0.58
-0.425304 0.56808 0.66 0.6
-0.473616 0.571888 0.66 0.62
-0.523512 0.574208 0.66 0.64
-0.574992 0.574992 0.66 0.66
-0.628056 0.574192 0.66 0.68
-0.682704 0.57176 0.66 0.7
-0.738936 0.567648 0.66 0.72
-0.796752 0.561808 0.66 0.74
-0.856152 0.554192 0.66 0.76
-0.917136 0.544752 0.66 0.78
-0.979704 0.53344 0.66 0.8
-1.043856 0.520208 0.66 0.82
-1.109592 0.505008 0.66 0.84
-1.176912 0.487792 0.66 0.86
-1.245816 0.468512 0.66 0.88
-1.316304 0.44712 0.66 0.9
-1.388376 0.423568 0.66 0.92
-1.462032 0.397808 0.66 0.94
-1.537272 0.369792 0.66 0.96
-1.614096 0.339472 0.66 0.98
-1.692504 0.3068 0.66 1.0

-1.725568 -0.3872 0.68 -1
-1.644784 -0.418264 0.68 -0.98
-1.565632 -0.446976 0.68 -0.96
-1.488112 -0.473384 0.68 -0.94
-1.412224 -0.497536 0.68 -0.92
-1.337968 -0.51948 0.68 -0.9
-1.265344 -0.539264 0.68 -0.88
-1.194352 -0.556936 0.68 -0.86
-1.124992 -0.572544 0.68 -0.84
-1.057264 -0.586136 0.68 -0.82
-0.991168 -0.59776 0.68 -0.8
-0.926704 -0.607464 0.68 -0.78
-0.863872 -0.615296 0.68 -0.76
-0.802672 -0.621304 0.68 -0.74
-0.743104 -0.625536 0.68 -0.72
-0.685168 -0.62804 0.68 -0.7
-0.628864 -0.628864 0.68 -0.68
-0.574192 -0.628056 0.68 -0.66
-0.521152 -0.625664 0.68 -0.64
-0.469744 -0.621736 0.68 -0.62
-0.419968 -0.61632 0.68 -0.6
-0.371824 -0.609464 0.68 -0.58
-0.325312 -0.601216 0.68 -0.56
-0.280432 -0.591624 0.68 -0.54
-0.237184 -0.580736 0.68 -0.52
-0.195568 -0.5686 0.68 -0.5
-0.155584 -0.555264 0.68 -0.48
-0.117232 -0.540776 0.68 -0.46
-0.080512 -0.525184 0.68 -0.44
-0.045424 -0.508536 0.68 -0.42
-0.011968 -0.49088 0.68 -0.4
0.019856 -0.472264 0.68 -0.38
0.050048 -0.452736 0.68 -0.36
0.078608 -0.432344 0.68 -0.34
0.105536 -0.411136 0.68 -0.32
0.130832 -0.38916 0.68 -0.3
0.154496 -0.366464 0.68 -0.28
0.176528 -0.343096 0.68 -0.26
0.196928 -0.319104 0.68 -0.24
0.215696 -0.294536 0.68 -0.22
0.232832 -0.26944 0.68 -0.2
0.248336 -0.243864 0.68 -0.18
0.262208 -0.217856 0.68 -0.16
0.274448 -0.191464 0.68 -0.14
0.285056 -0.164736 0.68 -0.12
0.294032 -0.13772 0.68 -0.1
0.301376 -0.110464 0.68 -0.08
0.307088 -0.083016 0.68 -0.06
0.311168 -0.055424 0.68 -0.04
0.313616 -0.027736 0.68 -0.02
0.314432 8.56681392492e-16 0.68 6.17561557448e-16
0.313616 0.027736 0.68 0.02
0.311168 0.055424 0.68 0.04
0.307088 0.083016 0.68 0.06
0.301376 0.110464 0.68 0.08
0.294032 0.13772 0.68 0.1
0.285056 0.164736 0.68 0.12
0.274448 0.191464 0.68 0.14
0.262208 0.217856 0.68 0.16
0.248336 0.243864 0.68 0.18
0.232832 0.26944 0.68 0.2
0.215696 0.294536 0.68 0.22
0.196928 0.319104 0.68 0.24
0.176528 0.343096 0.68 0.26
0.154496 0.366464 0.68 0.28
0.130832 0.38916 0.68 0.3
0.105536 0.411136 0.68 0.32
0.078608 0.432344 0.68 0.34
0.050048 0.452736 0.68 0.36
0.019856 0.472264 0.68 0.38
-0.011968 0.49088 0.68 0.4
-0.045424 0.508536 0.68 0.42
-0.080512 0.525184 0.68 0.44
-0.117232 0.540776 0.68 0.46
-0.155584 0.555264 0.68 0.48
-0.195568 0.5686 0.68 0.5
-0.237184 0.580736 0.68 0.52
-0.280432 0.591624 0.68 0.54
-0.325312 0.601216 0.68 0.56
-0.371824 0.609464 0.68 0.58
-0.419968 0.61632 0.68 0.6
-0.469744 0.621736 0.68 0.62
-0.521152 0.625664 0.68 0.64
-0.574192 0.628056 0.68 0.66
-0.628864 0.628864 0.68 0.68
-0.685168 0.62804 0.68 0.7
-0.743104 0.625536 0.68 0.72
-0.802672 0.621304 0.68 0.74
-0.863872 0.615296 0.68 0.76
-0.926704 0.607464 0.68 0.78
-0.991168 0.59776 0.68 0.8
-1.057264 0.586136 0.68 0.82
-1.124992 0.572544 0.68 0.84
-1.194352 0.556936 0.68 0.86
-1.265344 0.539264 0.68 0.88
-1.337968 0.51948 0.68 0.9
-1.412224 0.497536 0.68 0.92
-1.488112 0.473384 0.68 0.94
-1.565632 0.446976 0.68 0.96
-1.644784 0.418264 0.68 0.98
-1.725568 0.3872 0.68 1.0

-1.757 -0.47 0.7 -1
-1.67384 -0.499408 0.7 -0.98
-1.59236 -0.526464 0.7 -0.96
-1.51256 -0.551216 0.7 -0.94
-1.43444 -0.573712 0.7 -0.92
-1.358 -0.594 0.7 -0.9
-1.28324 -0.612128 0.7 -0.88
-1.21016 -0.628144 0.7 -0.86
-1.13876 -0.642096 0.7 -0.84
-1.06904 -0.654032 0.7 -0.82
-1.001 -0.664 0.7 -0.8
-0.93464 -0.672048 0.7 -0.78
-0.86996 -0.678224 0.7 -0.76
-0.80696 -0.682576 0.7 -0.74
-0.74564 -0.685152 0.7 -0.72
-0.686 -0.686 0.7 -0.7
-0.62804 -0.685168 0.7 -0.68
-0.57176 -0.682704 0.7 -0.66
-0.51716 -0.678656 0.7 -0.64
-0.46424 -0.673072 0.7 -0.62
-0.413 -0.666 0.7 -0.6
-0.36344 -0.657488 0.7 -0.58
-0.31556 -0.647584 0.7 -0.56
-0.26936 -0.636336 0.7 -0.54
-0.22484 -0.623792 0.7 -0.52
-0.182 -0.61 0.7 -0.5
-0.14084 -0.595008 0.7 -0.48
-0.10136 -0.578864 0.7 -0.46
-0.06356 -0.561616 0.7 -0.44
-0.02744 -0.543312 0.7 -0.42
0.007 -0.524 0.7 -0.4
0.03976 -0.503728 0.7 -0.38
0.07084 -0.482544 0.7 -0.36
0.10024 -0.460496 0.7 -0.34
0.12796 -0.437632 0.7 -0.32
0.154 -0.414 0.7 -0.3
0.17836 -0.389648 0.7 -0.28
0.20104 -0.364624 0.7 -0.26
0.22204 -0.338976 0.7 -0.24
0.24136 -0.312752 0.7 -0.22
0.259 -0.286 0.7 -0.2
0.27496 -0.258768 0.7 -0.18
0.28924 -0.231104 0.7 -0.16
0.30184 -0.203056 0.7 -0.14
0.31276 -0.174672 0.7 -0.12
0.322 -0.146 0.7 -0.1
0.32956 -0.117088 0.7 -0.08
0.33544 -0.087984 0.7 -0.06
0.33964 -0.058736 0.7 -0.04
0.34216 -0.029392 0.7 -0.02
0.343 9.07815489448e-16 0.7 6.17561557448e-16
0.34216 0.029392 0.7 0.02
0.33964 0.058736 0.7 0.04
0.33544 0.087984 0.7 0.06
0.32956 0.117088 0.7 0.08
0.322 0.146 0.7 0.1
0.31276 0.174672 0.7 0.12
0.30184 0.203056 0.7 0.14
0.28924 0.231104 0.7 0.16
0.27496 0.258768 0.7 0.18
0.259 0.286 0.7 0.2
0.24136 0.312752 0.7 0.22
0.22204 0.338976 0.7 0.24
0.20104 0.364624 0.7 0.26
0.17836 0.389648 0.7 0.28
0.154 0.414 0.7 0.3
0.12796 0.437632 0.7 0.32
0.10024 0.460496 0.7 0.34
0.07084 0.482544 0.7 0.36
0.03976 0.503728 0.7 0.38
0.007 0.524 0.7 0.4
-0.02744 0.543312 0.7 0.42
-0.06356 0.561616 0.7 0.44
-0.10136 0.578864 0.7 0.46
-0.14084 0.595008 0.7 0.48
-0.182 0.61 0.7 0.5
-0.22484 0.623792 0.7 0.52
-0.26936 0.636336 0.7 0.54
-0.31556 0.647584 0.7 0.56
-0.36344 0.657488 0.7 0.58
-0.413 0.666 0.7 0.6
-0.46424 0.673072 0.7 0.62
-0.51716 0.678656 0.7 0.64
-0.57176 0.682704 0.7 0.66
-0.62804 0.685168 0.7 0.68
-0.686 0.686 0.7 0.7
-0.74564 0.685152 0.7 0.72
-0.80696 0.682576 0.7 0.74
-0.86996 0.678224 0.7 0.76
-0.93464 0.672048 0.7 0.78
-1.001 0.664 0.7 0.8
-1.06904 0.654032 0.7 0.82
-1.13876 0.642096 0.7 0.84
-1.21016 0.628144 0.7 0.86
-1.28324 0.612128 0.7 0.88
-1.358 0.594 0.7 0.9
-1.43444 0.573712 0.7 0.92
-1.51256 0.551216 0.7 0.94
-1.59236 0.526464 0.7 0.96
-1.67384 0.499408 0.7 0.98
-1.757 0.47 0.7 1.0

-1.786752 -0.5552 0.72 -1
-1.701216 -0.582904 0.72 -0.98
-1.617408 -0.608256 0.72 -0.96
-1.535328 -0.631304 0.72 -0.94
-1.454976 -0.652096 0.72 -0.92
-1.376352 -0.67068 0.72 -0.9
-1.299456 -0.687104 0.72 -0.88
-1.224288 -0.701416 0.72 -0.86
-1.150848 -0.713664 0.72 -0.84
-1.079136 -0.723896 0.72 -0.82
-1.009152 -0.73216 0.72 -0.8
-0.940896 -0.738504 0.72 -0.78
-0.874368 -0.742976 0.72 -0.76
-0.809568 -0.745624 0.72 -0.74
-0.746496 -0.746496 0.72 -0.72
-0.685152 -0.74564 0.72 -0.7
-0.625536 -0.743104 0.72 -0.68
-0.567648 -0.738936 0.72 -0.66
-0.511488 -0.733184 0.72 -0.64
-0.457056 -0.725896 0.72 -0.62
-0.404352 -0.71712 0.72 -0.6
-0.353376 -0.706904 0.72 -0.58
-0.304128 -0.695296 0.72 -0.56
-0.256608 -0.682344 0.72 -0.54
-0.210816 -0.668096 0.72 -0.52
-0.166752 -0.6526 0.72 -0.5
-0.124416 -0.635904 0.72 -0.48
-0.083808 -0.618056 0.72 -0.46
-0.044928 -0.599104 0.72 -0.44
-0.007776 -0.579096 0.72 -0.42
0.027648 -0.55808 0.72 -0.4
0.061344 -0.536104 0.72 -0.38
0.093312 -0.513216 0.72 -0.36
0.123552 -0.489464 0.72 -0.34
0.152064 -0.464896 0.72 -0.32
0.178848 -0.43956 0.72 -0.3
0.203904 -0.413504 0.72 -0.28
0.227232 -0.386776 0.72 -0.26
0.248832 -0.359424 0.72 -0.24
0.268704 -0.331496 0.72 -0.22
0.286848 -0.30304 0.72 -0.2
0.303264 -0.274104 0.72 -0.18
0.317952 -0.244736 0.72 -0.16
0.330912 -0.214984 0.72 -0.14
0.342144 -0.184896 0.72 -0.12
0.351648 -0.15452 0.72 -0.1
0.359424 -0.123904 0.72 -0.08
0.365472 -0.093096 0.72 -0.06
0.369792 -0.062144 0.72 -0.04
0.372384 -0.031096 0.72 -0.02
0.373248 9.60431734143e-16 0.72 6.17561557448e-16
0.372384 0.031096 0.72 0.02
0.369792 0.062144 0.72 0.04
0.365472 0.093096 0.72 0.06
0.359424 0.123904 0.72 0.08
0.351648 0.15452 0.72 0.1
0.342144 0.184896 0.72 0.12
0.330912 0.214984 0.72 0.14
0.317952 0.244736 0.72 0.16
0.303264 0.274104 0.72 0.18
0.286848 0.30304 0.72 0.2
0.268704 0.331496 0.72 0.22
0.248832 0.359424 0.72 0.24
0.227232 0.386776 0.72 0.26
0.203904 0.413504 0.72 0.28
0.178848 0.43956 0.72 0.3
0.152064 0.464896 0.72 0.32
0.123552 0.489464 0.72 0.34
0.093312 0.513216 0.72 0.36
0.061344 0.536104 0.72 0.38
0.027648 0.55808 0.72 0.4
-0.007776 0.579096 0.72 0.42
-0.044928 0.599104 0.72 0.44
-0.083808 0.618056 0.72 0.46
-0.124416 0.635904 0.72 0.48
-0.166752 0.6526 0.72 0.5
-0.210816 0.668096 0.72 0.52
-0.256608 0.682344 0.72 0.54
-0.304128 0.695296 0.72 0.56
-0.353376 0.706904 0.72 0.58
-0.404352 0.71712 0.72 0.6
-0.457056 0.725896 0.72 0.62
-0.511488 0.733184 0.72 0.64
-0.567648 0.738936 0.72 0.66
-0.625536 0.743104 0.72 0.68
-0.685152 0.74564 0.72 0.7
-0.746496 0.746496 0.72 0.72
-0.809568 0.745624 0.72 0.74
-0.874368 0.742976 0.72 0.76
-0.940896 0.738504 0.72 0.78
-1.009152 0.73216 0.72 0.8
-1.079136 0.723896 0.72 0.82
-1.150848 0.713664 0.72 0.84
-1.224288 0.701416 0.72 0.86
-1.299456 0.687104 0.72 0.88
-1.376352 0.67068 0.72 0.9
-1.454976 0.652096 0.72 0.92
-1.535328 0.631304 0.72 0.94
-1.617408 0.608256 0.72 0.96
-1.701216 0.582904 0.72 0.98
-1.786752 0.5552 0.72 1.0

-1.814776 -0.6428 0.74 -1
-1.726864 -0.668752 0.74 -0.98
-1.640728 -0.692352 0.74 -0.96
-1.556368 -0.713648 0.74 -0.94
-1.473784 -0.732688 0.74 -0.92
-1.392976 -0.74952 0.74 -0.9
-1.313944 -0.764192 0.74 -0.88
-1.236688 -0.776752 0.74 -0.86
-1.161208 -0.787248 0.74 -0.84
-1.087504 -0.795728 0.74 -0.82
-1.015576 -0.80224 0.74 -0.8
-0.945424 -0.806832 0.74 -0.78
-0.877048 -0.809552 0.74 -0.76
-0.810448 -0.810448 0.74 -0.74
-0.745624 -0.809568 0.74 -0.72
-0.682576 -0.80696 0.74 -0.7
-0.621304 -0.802672 0.74 -0.68
-0.561808 -0.796752 0.74 -0.66
-0.504088 -0.789248 0.74 -0.64
-0.448144 -0.780208 0.74 -0.62
-0.393976 -0.76968 0.74 -0.6
-0.341584 -0.757712 0.74 -0.58
-0.290968 -0.744352 0.74 -0.56
-0.242128 -0.729648 0.74 -0.54
-0.195064 -0.713648 0.74 -0.52
-0.149776 -0.6964 0.74 -0.5
-0.106264 -0.677952 0.74 -0.48
-0.064528 -0.658352 0.74 -0.46
-0.024568 -0.637648 0.74 -0.44
0.013616 -0.615888 0.74 -0.42
0.050024 -0.59312 0.74 -0.4
0.084656 -0.569392 0.74 -0.38
0.117512 -0.544752 0.74 -0.36
0.148592 -0.519248 0.74 -0.34
0.177896 -0.492928 0.74 -0.32
0.205424 -0.46584 0.74 -0.3
0.231176 -0.438032 0.74 -0.28
0.255152 -0.409552 0.74 -0.26
0.277352 -0.380448 0.74 -0.24
0.297776 -0.350768 0.74 -0.22
0.316424 -0.32056 0.74 -0.2
0.333296 -0.289872 0.74 -0.18
0.348392 -0.258752 0.74 -0.16
0.361712 -0.227248 0.74 -0.14
0.373256 -0.195408 0.74 -0.12
0.383024 -0.16328 0.74 -0.1
0.391016 -0.130912 0.74 -0.08
0.397232 -0.098352 0.74 -0.06
0.401672 -0.065648 0.74 -0.04
0.404336 -0.032848 0.74 -0.02
0.405224 1.01453012658e-15 0.74 6.17561557448e-16
0.404336 0.032848 0.74 0.02
0.401672 0.065648 0.74 0.04
0.397232 0.098352 0.74 0.06
0.391016 0.130912 0.74 0.08
0.383024 0.16328 0.74 0.1
0.373256 0.195408 0.74 0.12
0.361712 0.227248 0.74 0.14
0.348392 0.258752 0.74 0.16
0.333296 0.289872 0.74 0.18
0.316424 0.32056 0.74 0.2
0.297776 0.350768 0.74 0.22
0.277352 0.380448 0.74 0.24
0.255152 0.409552 0.74 0.26
0.231176 0.438032 0.74 0.28
0.205424 0.46584 0.74 0.3
0.177896 0.492928 0.74 0.32
0.148592 0.519248 0.74 0.34
0.117512 0.544752 0.74 0.36
0.084656 0.569392 0.74 0.38
0.050024 0.59312 0.74 0.4
0.013616 0.615888 0.74 0.42
-0.024568 0.637648 0.74 0.44
-0.064528 0.658352 0.74 0.46
-0.106264 0.677952 0.74 0.48
-0.149776 0.6964 0.74 0.5
-0.195064 0.713648 0.74 0.52
-0.242128 0.729648 0.74 0.54
-0.290968 0.744352 0.74 0.56
-0.341584 0.757712 0.74 0.58
-0.393976 0.76968 0.74 0.6
-0.448144 0.780208 0.74 0.62
-0.504088 0.789248 0.74 0.64
-0.561808 0.796752 0.74 0.66
-0.621304 0.802672 0.74 0.68
-0.682576 0.80696 0.74 0.7
-0.745624 0.809568 0.74 0.72
-0.810448 0.810448 0.74 0.74
-0.877048 0.809552 0.74 0.76
-0.945424 0.806832 0.74 0.78
-1.015576 0.80224 0.74 0.8
-1.087504 0.795728 0.74 0.82
-1.161208 0.787248 0.74 0.84
-1.236688 0.776752 0.74 0.86
-1.313944 0.764192 0.74 0.88
-1.392976 0.74952 0.74 0.9
-1.473784 0.732688 0.74 0.92
-1.556368 0.713648 0.74 0.94
-1.640728 0.692352 0.74 0.96
-1.726864 0.668752 0.74 0.98
-1.814776 0.6428 0.74 1.0

-1.841024 -0.7328 0.76 -1
-1.750736 -0.756952 0.76 -0.98
-1.662272 -0.778752 0.76 -0.96
-1.575632 -0.798248 0.76 -0.94
-1.490816 -0.815488 0.76 -0.92
-1.407824 -0.83052 0.76 -0.9
-1.326656 -0.843392 0.76 -0.88
-1.247312 -0.854152 0.76 -0.86
-1.169792 -0.862848 0.76 -0.84
-1.094096 -0.869528 0.76 -0.82
-1.020224 -0.87424 0.76 -0.8
-0.948176 -0.877032 0.76 -0.78
-0.877952 -0.877952 0.76 -0.76
-0.809552 -0.877048 0.76 -0.74
-0.742976 -0.874368 0.76 -0.72
-0.678224 -0.86996 0.76 -0.7
-0.615296 -0.863872 0.76 -0.68
-0.554192 -0.856152 0.76 -0.66
-0.494912 -0.846848 0.76 -0.64
-0.437456 -0.836008 0.76 -0.62
-0.381824 -0.82368 0.76 -0.6
-0.328016 -0.809912 0.76 -0.58
-0.276032 -0.794752 0.76 -0.56
-0.225872 -0.778248 0.76 -0.54
-0.177536 -0.760448 0.76 -0.52
-0.131024 -0.7414 0.76 -0.5
-0.086336 -0.721152 0.76 -0.48
-0.043472 -0.699752 0.76 -0.46
-0.002432 -0.677248 0.76 -0.44
0.036784 -0.653688 0.76 -0.42
0.074176 -0.62912 0.76 -0.4
0.109744 -0.603592 0.76 -0.38
0.143488 -0.577152 0.76 -0.36
0.175408 -0.549848 0.76 -0.34
0.205504 -0.521728 0.76 -0.32
0.233776 -0.49284 0.76 -0.3
0.260224 -0.463232 0.76 -0.28
0.284848 -0.432952 0.76 -0.26
0.307648 -0.402048 0.76 -0.24
0.328624 -0.370568 0.76 -0.22
0.347776 -0.33856 0.76 -0.2
0.365104 -0.306072 0.76 -0.18
0.380608 -0.273152 0.76 -0.16
0.394288 -0.239848 0.76 -0.14
0.406144 -0.206208 0.76 -0.12
0.416176 -0.17228 0.76 -0.1
0.424384 -0.138112 0.76 -0.08
0.430768 -0.103752 0.76 -0.06
0.435328 -0.069248 0.76 -0.04
0.438064 -0.034648 0.76 -0.02
0.438976 1.07011066675e-15 0.76 6.17561557448e-16
0.438064 0.034648 0.76 0.02
0.435328 0.069248 0.76 0.04
0.430768 0.103752 0.76 0.06
0.424384 0.138112 0.76 0.08
0.416176 0.17228 0.76 0.1
0.406144 0.206208 0.76 0.12
0.394288 0.239848 0.76 0.14
0.380608 0.273152 0.76 0.16
0.365104 0.306072 0.76 0.18
0.347776 0.33856 0.76 0.2
0.328624 0.370568 0.76 0.22
0.307648 0.402048 0.76 0.24
0.284848 0.432952 0.76 0.26
0.260224 0.463232 0.76 0.28
0.233776 0.49284 0.76 0.3
0.205504 0.521728 0.76 0.32
0.175408 0.549848 0.76 0.34
0.143488 0.577152 0.76 0.36
0.109744 0.603592 0.76 0.38
0.074176 0.62912 0.76 0.4
0.036784 0.653688 0.76 0.42
-0.002432 0.677248 0.76 0.44
-0.043472 0.699752 0.76 0.46
-0.086336 0.721152 0.76 0.48
-0.131024 0.7414 0.76 0.5
-0.177536 0.760448 0.76 0.52
-0.225872 0.778248 0.76 0.54
-0.276032 0.794752 0.76 0.56
-0.328016 0.809912 0.76 0.58
-0.381824 0.82368 0.76 0.6
-0.437456 0.836008 0.76 0.62
-0.494912 0.846848 0.76 0.64
-0.554192 0.856152 0.76 0.66
-0.615296 0.863872 0.76 0.68
-0.678224 0.86996 0.76 0.7
-0.742976 0.874368 0.76 0.72
-0.809552 0.877048 0.76 0.74
-0.877952 0.877952 0.76 0.76
-0.948176 0.877032 0.76 0.78
-1.020224 0.87424 0.76 0.8
-1.094096 0.869528 0.76 0.82
-1.169792 0.862848 0.76 0.84
-1.247312 0.854152 0.76 0.86
-1.326656 0.843392 0.76 0.88
-1.407824 0.83052 0.76 0.9
-1.490816 0.815488 0.76 0.92
-1.575632 0.798248 0.76 0.94
-1.662272 0.778752 0.76 0.96
-1.750736 0.756952 0.76 0.98
-1.841024 0.7328 0.76 1.0

-1.865448 -0.8252 0.78 -1
-1.772784 -0.847504 0.78 -0.98
-1.681992 -0.867456 0.78 -0.96
-1.593072 -0.885104 0.78 -0.94
-1.506024 -0.900496 0.78 -0.92
-1.420848 -0.91368 0.78 -0.9
-1.337544 -0.924704 0.78 -0.88
-1.256112 -0.933616 0.78 -0.86
-1.176552 -0.940464 0.78 -0.84
-1.098864 -0.945296 0.78 -0.82
-1.023048 -0.94816 0.78 -0.8
-0.949104 -0.949104 0.78 -0.78
-0.877032 -0.948176 0.78 -0.76
-0.806832 -0.945424 0.78 -0.74
-0.738504 -0.940896 0.78 -0.72
-0.672048 -0.93464 0.78 -0.7
-0.607464 -0.926704 0.78 -0.68
-0.544752 -0.917136 0.78 -0.66
-0.483912 -0.905984 0.78 -0.64
-0.424944 -0.893296 0.78 -0.62
-0.367848 -0.87912 0.78 -0.6
-0.312624 -0.863504 0.78 -0.58
-0.259272 -0.846496 0.78 -0.56
-0.207792 -0.828144 0.78 -0.54
-0.158184 -0.808496 0.78 -0.52
-0.110448 -0.7876 0.78 -0.5
-0.064584 -0.765504 0.78 -0.48
-0.020592 -0.742256 0.78 -0.46
0.021528 -0.717904 0.78 -0.44
0.061776 -0.692496 0.78 -0.42
0.100152 -0.66608 0.78 -0.4
0.136656 -0.638704 0.78 -0.38
0.171288 -0.610416 0.78 -0.36
0.204048 -0.581264 0.78 -0.34
0.234936 -0.551296 0.78 -0.32
0.263952 -0.52056 0.78 -0.3
0.291096 -0.489104 0.78 -0.28
0.316368 -0.456976 0.78 -0.26
0.339768 -0.424224 0.78 -0.24
0.361296 -0.390896 0.78 -0.22
0.380952 -0.35704 0.78 -0.2
0.398736 -0.322704 0.78 -0.18
0.414648 -0.287936 0.78 -0.16
0.428688 -0.252784 0.78 -0.14
0.440856 -0.217296 0.78 -0.12
0.451152 -0.18152 0.78 -0.1
0.459576 -0.145504 0.78 -0.08
0.466128 -0.109296 0.78 -0.06
0.470808 -0.072944 0.78 -0.04
0.473616 -0.036496 0.78 -0.02
0.474552 1.12717335465e-15 0.78 6.17561557448e-16
0.473616 0.036496 0.78 0.02
0.470808 0.072944 0.78 0.04
0.466128 0.109296 0.78 0.06
0.459576 0.145504 0.78 0.08
0.451152 0.18152 0.78 0.1
0.440856 0.217296 0.78 0.12
0.428688 0.252784 0.78 0.14
0.414648 0.287936 0.78 0.16
0.398736 0.322704 0.78 0.18
0.380952 0.35704 0.78 0.2
0.361296 0.390896 0.78 0.22
0.339768 0.424224 0.78 0.24
0.316368 0.456976 0.78 0.26
0.291096 0.489104 0.78 0.28
0.263952 0.52056 0.78 0.3
0.234936 0.551296 0.78 0.32
0.204048 0.581264 0.78 0.34
0.171288 0.610416 0.78 0.36
0.136656 0.638704 0.78 0.38
0.100152 0.66608 0.78 0.4
0.061776 0.692496 0.78 0.42
0.021528 0.717904 0.78 0.44
-0.020592 0.742256 0.78 0.46
-0.064584 0.765504 0.78 0.48
-0.110448 0.7876 0.78 0.5
-0.158184 0.808496 0.78 0.52
-0.207792 0.828144 0.78 0.54
-0.259272 0.846496 0.78 0.56
-0.312624 0.863504 0.78 0.58
-0.367848 0.87912 0.78 0.6
-0.424944 0.893296 0.78 0.62
-0.483912 0.905984 0.78 0.64
-0.544752 0.917136 0.78 0.66
-0.607464 0.926704 0.78 0.68
-0.672048 0.93464 0.78 0.7
-0.738504 0.940896 0.78 0.72
-0.806832 0.945424 0.78 0.74
-0.877032 0.948176 0.78 0.76
-0.949104 0.949104 0.78 0.78
-1.023048 0.94816 0.78 0.8
-1.098864 0.945296 0.78 0.82
-1.176552 0.940464 0.78 0.84
-1.256112 0.933616 0.78 0.86
-1.337544 0.924704 0.78 0.88
-1.420848 0.91368 0.78 0.9
-1.506024 0.900496 0.78 0.92
-1.593072 0.885104 0.78 0.94
-1.681992 0.867456 0.78 0.96
-1.772784 0.847504 0.78 0.98
-1.865448 0.8252 0.78 1.0

-1.888 -0.92 0.8 -1
-1.79296 -0.940408 0.8 -0.98
-1.69984 -0.958464 0.8 -0.96
-1.60864 -0.974216 0.8 -0.94
-1.51936 -0.987712 0.8 -0.92
-1.432 -0.999 0.8 -0.9
-1.34656 -1.008128 0.8 -0.88
-1.26304 -1.015144 0.8 -0.86
-1.18144 -1.020096 0.8 -0.84
-1.10176 -1.023032 0.8 -0.82
-1.024 -1.024 0.8 -0.8
-0.94816 -1.023048 0.8 -0.78
-0.87424 -1.020224 0.8 -0.76
-0.80224 -1.015576 0.8 -0.74
-0.73216 -1.009152 0.8 -0.72
-0.664 -1.001 0.8 -0.7
-0.59776 -0.991168 0.8 -0.68
-0.53344 -0.979704 0.8 -0.66
-0.47104 -0.966656 0.8 -0.64
-0.41056 -0.952072 0.8 -0.62
-0.352 -0.936 0.8 -0.6
-0.29536 -0.918488 0.8 -0.58
-0.24064 -0.899584 0.8 -0.56
-0.18784 -0.879336 0.8 -0.54
-0.13696 -0.857792 0.8 -0.52
-0.088 -0.835 0.8 -0.5
-0.04096 -0.811008 0.8 -0.48
0.00416 -0.785864 0.8 -0.46
0.04736 -0.759616 0.8 -0.44
0.08864 -0.732312 0.8 -0.42
0.128 -0.704 0.8 -0.4
0.16544 -0.674728 0.8 -0.38
0.20096 -0.644544 0.8 -0.36
0.23456 -0.613496 0.8 -0.34
0.26624 -0.581632 0.8 -0.32
0.296 -0.549 0.8 -0.3
0.32384 -0.515648 0.8 -0.28
0.34976 -0.481624 0.8 -0.26
0.37376 -0.446976 0.8 -0.24
0.39584 -0.411752 0.8 -0.22
0.416 -0.376 0.8 -0.2
0.43424 -0.339768 0.8 -0.18
0.45056 -0.303104 0.8 -0.16
0.46496 -0.266056 0.8 -0.14
0.47744 -0.228672 0.8 -0.12
0.488 -0.191 0.8 -0.1
0.49664 -0.153088 0.8 -0.08
0.50336 -0.114984 0.8 -0.06
0.50816 -0.076736 0.8 -0.04
0.51104 -0.038392 0.8 -0.02
0.512 1.1857181903e-15 0.8 6.17561557448e-16
0.51104 0.038392 0.8 0.02
0.50816 0.076736 0.8 0.04
0.50336 0.114984 0.8 0.06
0.49664 0.153088 0.8 0.08
0.488 0.191 0.8 0.1
